246358.030800	3381982.692298
246341.396570	3382114.042994
246358.751417	3382008.920360
246342.822713	3382112.586768
246354.772387	3381956.811179
246358.029785	3381982.649039
246355.809570	3381961.711120
246357.990204	3381980.960825
246346.562525	3381903.319589
246346.042132	3381892.597639
246349.188608	3381928.864830
246356.684252	3381966.236424
246360.851649	3382067.765793
246353.048979	3381948.458038
246345.711761	3381886.702267
246346.336661	3382110.441222
246345.715252	3381886.441378
246341.926391	3382147.290695
246347.369860	3381916.035813
246351.450521	3381940.517039
246361.971236	3382090.112351
246341.555558	3382138.031304
246342.465086	3382159.201945
246345.715252	3381886.441378
246357.438647	3381971.777811
246351.942037	3381943.041448
246359.928329	3382052.151225
246352.472143	3381945.572720
246346.776471	3381907.527439
246361.572020	3382078.002505
246340.988167	3382125.715644
246349.197283	3382109.113394
246342.555100	3382160.992190
246342.145512	3382152.538324
246340.890471	3382124.417229
246361.934754	3382088.146610
246348.436674	3382109.453076
246360.171193	3382057.592514
246358.190599	3381991.966623
246358.363546	3381998.933330
246360.530294	3382063.074361
246340.830960	3382114.914146
246357.981778	3381980.601442
246349.007144	3382109.198869
246346.948358	3381910.351223
246357.753173	3381975.358476
246359.422401	3382028.523978
246353.286464	3381949.572275
246345.715252	3381886.441378
246358.625524	3382005.189887
246341.472211	3382135.705970
246354.542319	3381955.603543
246346.481310	3381901.494734
246341.704627	3382141.110882
246359.667276	3382041.016999
246339.965082	3382118.958648
246358.130380	3381988.578653
246358.689354	3382007.092837
246350.927765	3382108.344778
246358.556038	3382003.865284
246361.149786	3382098.510732
246345.748028	3382110.740247
246358.471142	3382001.063876
246343.332449	3382112.200807
246347.836658	3381920.374242
246341.450619	3382135.194851
246361.948111	3382089.535788
246359.829597	3382048.759718
246355.960694	3381962.420080
246348.122881	3382109.591392
246349.810324	3381932.434963
246359.437042	3382029.148462
246359.688960	3382042.351601
246361.990303	3382092.564600
246350.299812	3381934.872853
246361.918494	3382087.862878
246359.112114	3382019.387469
246361.968765	3382090.006976
246358.453588	3382000.315161
246354.143536	3381953.756168
246348.189814	3381923.143834
246360.468267	3382062.477624
246345.980790	3381887.522773
246341.536385	3382113.859925
246357.994391	3381981.139407
246350.613971	3382108.483094
246342.178943	3382153.144611
246345.984602	3381888.504872
246354.729584	3381956.624623
246354.616454	3382105.866632
246345.715252	3381886.441378
246353.469854	3381950.428084
246348.305209	3381923.967942
246361.565550	3382096.984973
246352.493740	3381945.674317
246341.619901	3382138.726760
246361.988425	3382092.894260
246356.622926	3382104.576591
246348.039813	3381922.073048
246361.735170	3382096.024334
246359.297137	3382024.410603
246348.098564	3381922.530025
246358.486382	3382001.713872
246360.365164	3382060.948493
246358.356187	3381998.619425
246341.030263	3382126.281774
246345.715252	3381886.441378
246341.404188	3382133.624438
246345.715252	3381886.441378
246353.873890	3381952.499518
246341.677442	3382140.361282
246341.001410	3382125.870708
246360.879877	3382068.150238
246352.308998	3381944.760829
246339.970952	3382117.570129
246346.081786	3381894.698703
246349.843005	3381932.599559
246357.078914	3381968.727589
246345.975818	3381887.720437
246352.735880	3381946.987102
246342.375722	3382157.439430
246345.999405	3381888.726488
246361.839616	3382084.498651
246356.582855	3381965.599547
246342.635950	3382163.211039
246360.412643	3382061.744229
246345.715304	3381886.443596
246360.153295	3382100.672714
246341.527099	3382137.227353
246342.463577	3382159.137611
246361.442410	3382097.469521
246346.374218	3381898.566218
246359.745246	3382101.298230
246354.998319	3381957.842451
246345.996955	3381889.031745
246345.083933	3382111.098752
246357.614763	3381973.552719
246345.715252	3381886.441378
246350.910604	3381937.977119
246360.172545	3382057.650193
246345.976078	3381887.731529
246359.984827	3382053.741378
246345.715382	3381886.446924
246341.377808	3382114.062301
246358.316241	3381996.915682
246357.868139	3382103.598501
246345.715434	3381886.449142
246358.545558	3382003.418274
246345.715460	3381886.450252
246346.056383	3381893.205484
246346.424474	3381899.890161
246359.456449	3382029.566408
246360.206885	3382058.295301
246357.277413	3381970.227847
246361.954707	3382088.587849
246339.973587	3382119.321359
246359.687399	3382042.285049
246340.736161	3382122.343268
246344.126757	3382111.659458
246341.769190	3382143.044890
246345.715460	3381886.450252
246361.783497	3382095.626996
246358.124919	3381988.345720
246340.705097	3382121.837920
246361.797433	3382082.699516
246346.089380	3381895.022591
246358.141791	3381989.475118
246357.389837	3381971.335029
246349.221263	3381929.028317
246360.219218	3382058.411543
246361.986428	3382092.399328
246361.985154	3382092.344977
246346.045591	3381892.745163
246359.979105	3382053.497352
246359.428902	3382028.801280
246341.556598	3382138.075672
246356.079683	3381962.987736
246361.709329	3382096.151459
246359.867853	3382050.391363
246361.896399	3382086.101006
246347.558830	3381917.949146
246345.715252	3381886.441378
246346.005589	3381889.400002
246340.099452	3382116.904554
246346.052352	3381893.033557
246346.001402	3381889.221420
246361.722200	3382081.129779
246355.396764	3381959.675406
246351.890075	3382107.183542
246349.406418	3382109.018595
246348.564182	3381925.588862
246351.831023	3382107.942932
246355.669363	3382105.291475
246358.659337	3382006.222334
246341.655200	3382139.822433
246346.074348	3381894.381469
246360.717561	3382065.734642
246359.567886	3382034.319362
246361.898298	3382086.181978
246358.034186	3381982.426972
246361.115512	3382071.234444
246346.065610	3381894.008776
246350.288962	3381934.819836
246360.850140	3382099.252457
246345.715668	3381886.459125
